customer_id,customer_name,city,acquisition_channel,last_order_date,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
CUST-2296,Joko Marliana,Bogor,Referral,2025-08-29,125,1,47600,2,1,1,211,Lost
CUST-2297,Joko Wibowo,Makassar,Google Search,2025-12-27,5,11,2956350,5,5,5,555,Champions
CUST-2298,Krisna Wibowo,Surabaya,Google Search,2024-05-18,593,1,89000,1,1,1,111,Lost
CUST-2299,Faisal Yulianti,Bandung,TikTok Ads,2024-04-12,629,1,630000,1,1,2,112,Lost
CUST-2300,Laras Lestari,Denpasar,Marketplace,2025-11-30,32,2,537750,4,2,2,422,Potential Loyalist
CUST-2301,Jihan Halim,Bekasi,Instagram Ads,2024-09-15,473,2,750000,1,2,2,122,Lost
CUST-2302,Cindy Handoko,Depok,Instagram Ads,2025-12-08,24,7,2042150,4,4,4,444,Champions
CUST-2303,Farah Rahayu,Balikpapan,TikTok Ads,2025-06-14,201,2,417750,2,2,2,222,Lost
CUST-2304,Zahra Wibowo,surabaya,TikTok Ads,2024-12-25,372,1,72000,1,1,1,111,Lost
CUST-2305,Dinda Handoko,Jakarta,Instagram Ads,2025-01-11,355,4,867150,1,3,3,133,At-Risk
CUST-2306,Fajar Permana,Pekanbaru,Google Search,2025-10-31,62,10,2070700,3,5,4,354,Loyal
CUST-2307,Guntur Firmansyah,Jakarta,TikTok Ads,2025-10-17,76,9,2351100,3,5,4,354,Loyal
CUST-2308,Wulan Gunawan,Malang,Instagram Ads,2025-10-05,88,2,552600,3,2,2,322,Needs Attention
CUST-2309,Tono Wibowo,Bandung,Instagram Ads,2025-11-12,50,3,2191950,4,3,4,434,Potential Loyalist
CUST-2310,Guntur Maulana,Tangerang,Referral,2025-10-18,75,4,1057600,3,3,3,333,Needs Attention
CUST-2311,Guntur Suryadi,Medan,Referral,2024-11-07,420,1,99000,1,1,1,111,Lost
CUST-2312,Kevin Hartono,Bogor,Instagram Ads,2025-04-06,270,3,576050,1,3,2,132,At-Risk
CUST-2313,Rangga Santoso,Bekasi,Marketplace,2025-12-11,21,11,3139000,4,5,5,455,Champions
CUST-2314,Vina Gunawan,Jakarta,Referral,2025-12-30,2,14,3397200,5,5,5,555,Champions
CUST-2315,Jihan Kurniawan,Jakarta,Instagram Ads,2025-06-20,195,2,601000,2,2,2,222,Lost
CUST-2316,Adit Wibowo,Jakarta,Instagram Ads,2025-11-10,52,6,1138800,3,4,3,343,Loyal
CUST-2317,Endah Suryadi,Bekasi,TikTok Ads,2025-03-08,299,3,1216000,1,3,3,133,At-Risk
CUST-2318,Irfan Ramadhan,Solo,TikTok Ads,2024-11-03,424,2,435000,1,2,2,122,Lost
CUST-2319,Vina Wijaya,Bandung,Instagram Ads,2025-08-31,123,8,2574000,2,4,5,245,Loyal
CUST-2320,Sari Permana,Surabaya,Marketplace,2025-11-29,33,1,504000,4,1,2,412,Potential Loyalist
CUST-2321,Faisal Setiawan,Jakarta,Instagram Ads,2025-03-03,304,2,598000,1,2,2,122,Lost
CUST-2322,Kartika Kurniawan,Jakarta,Instagram Ads,2025-12-14,18,11,2604300,5,5,5,555,Champions
CUST-2323,Mega Setiawan,Jakarta,Organic Social,2025-12-18,14,17,5501700,5,5,5,555,Champions
CUST-2324,Jihan Lestari,Jakarta,Referral,2025-11-02,60,1,329400,3,1,1,311,Needs Attention
CUST-2325,Oki Handoko,Yogyakarta,Organic Social,2025-10-30,63,10,2907350,3,5,5,355,Loyal
CUST-2326,Vina Maulana,Bandung,Instagram Ads,2025-07-09,176,3,724000,2,3,2,232,At-Risk
CUST-2327,Ulfa Purnama,Jakarta,TikTok Ads,2025-08-21,133,2,294000,2,2,1,221,Lost
CUST-2328,Ulfa Wijaya,Makassar,TikTok Ads,2025-12-11,21,4,771600,4,3,2,432,Potential Loyalist
CUST-2329,Joko Handoko,Pekanbaru,Organic Social,2025-08-08,146,6,1068500,2,4,3,243,Loyal
CUST-2330,Erik Kusuma,Surabaya,Instagram Ads,,,0,0,,,,,Never Purchased
CUST-2331,Taufik Handoko,Makassar,Google Search,2025-12-13,19,20,6349300,5,5,5,555,Champions
CUST-2332,Taufik Hidayat,Jakarta,TikTok Ads,2025-11-22,40,17,2476350,4,5,4,454,Champions
CUST-2333,Eka Purnama,Jakarta,Instagram Ads,2025-12-01,31,13,2343550,4,5,4,454,Champions
CUST-2334,Jihan Darmawan,Medan,Referral,2025-04-22,254,2,346750,1,2,1,121,Lost
CUST-2335,Kartika Halim,Jakarta,Organic Social,2025-12-27,5,6,2322800,5,4,4,544,Champions
CUST-2336,Oki Ramadhan,Jakarta,Organic Social,2025-11-18,44,6,1315800,4,4,3,443,Champions
CUST-2337,Umar Marliana,Surabaya,Google Search,2025-11-15,47,9,1872100,4,5,4,454,Champions
CUST-2338,Tono Gunawan,Bogor,TikTok Ads,2025-12-31,1,11,3722550,5,5,5,555,Champions
CUST-2339,Ulfa Firmansyah,Semarang,TikTok Ads,2025-10-23,70,13,3112500,3,5,5,355,Loyal
CUST-2340,Rizky Suryadi,Surabaya,Instagram Ads,2025-12-29,3,2,1260000,5,2,3,523,Potential Loyalist
CUST-2341,Rizky Darmawan,Bekasi,Instagram Ads,2025-12-04,28,3,616750,4,3,2,432,Potential Loyalist
CUST-2342,Jihan Halim,Makassar,Organic Social,2025-11-28,34,4,2023000,4,3,4,434,Potential Loyalist
CUST-2343,Erik Prakoso,Medan,Instagram Ads,2025-12-25,7,5,1787000,5,3,4,534,Potential Loyalist
CUST-2344,Reza Setiawan,Semarang,TikTok Ads,2025-01-03,363,2,516200,1,2,2,122,Lost
CUST-2345,Putri Gunawan,Semarang,Instagram Ads,2025-12-24,8,5,824750,5,3,3,533,Potential Loyalist
CUST-2346,Rizky Wibowo,Bandung,Referral,2025-12-25,7,11,2477100,5,5,4,554,Champions
CUST-2347,Kartika Hidayat,Bandung,Organic Social,2025-11-09,53,9,2394800,3,5,4,354,Loyal
CUST-2348,Kevin Rahayu,Jakarta,TikTok Ads,2025-08-06,148,2,579000,2,2,2,222,Lost
CUST-2349,Tono Kusuma,Medan,Google Search,2025-09-26,97,7,1412950,3,4,3,343,Loyal
CUST-2350,Sari Yulianti,Makassar,TikTok Ads,2025-11-14,48,4,2558000,4,3,5,435,Potential Loyalist
CUST-2351,Wawan Wibowo,malang,Instagram Ads,2025-11-17,45,19,4662300,4,5,5,455,Champions
CUST-2352,Kevin Suryadi,Jakarta,Instagram Ads,2025-06-28,187,4,1024450,2,3,3,233,At-Risk
CUST-2353,Mega Utami,Pekanbaru,Organic Social,2025-03-11,296,1,460000,1,1,2,112,Lost
CUST-2354,Oki Handoko,Jakarta,Marketplace,2025-11-17,45,3,298400,4,3,1,431,Potential Loyalist
CUST-2355,Reza Suryadi,Yogyakarta,TikTok Ads,2025-10-20,73,1,850000,3,1,3,313,Needs Attention
CUST-2356,Galih Darmawan,Unknown,Referral,2025-12-15,17,4,1352750,5,3,3,533,Potential Loyalist
CUST-2357,Hana Marliana,Bogor,Referral,2025-11-24,38,5,1720750,4,3,4,434,Potential Loyalist
CUST-2358,Faisal Hartono,semarang,TikTok Ads,2025-10-27,66,1,195000,3,1,1,311,Needs Attention
CUST-2359,Sari Yulianti,Jakarta,Instagram Ads,2025-08-03,151,3,548600,2,3,2,232,At-Risk
CUST-2360,Endah Nugroho,Bogor,TikTok Ads,2025-06-11,204,3,409100,2,3,2,232,At-Risk
CUST-2361,Hilda Saputra,Bandung,Organic Social,2024-04-12,629,2,942000,1,2,3,123,Lost
CUST-2362,Farah Lestari,Yogyakarta,Instagram Ads,2025-12-07,25,3,697500,4,3,2,432,Potential Loyalist
CUST-2363,Reza Yulianti,Balikpapan,Instagram Ads,2025-09-10,113,8,1196800,2,4,3,243,Loyal
CUST-2364,Rizky Hartono,Pekanbaru,TikTok Ads,2024-04-13,628,1,151300,1,1,1,111,Lost
CUST-2365,Erik Halim,Solo,Referral,2025-12-24,8,6,1197000,5,4,3,543,Champions
CUST-2366,Farah Darmawan,Jakarta,TikTok Ads,2025-11-15,47,4,503800,4,3,2,432,Potential Loyalist
CUST-2367,Cahya Darmawan,Jakarta,TikTok Ads,2025-09-26,97,8,2164000,3,4,4,344,Loyal
CUST-2368,Beni Darmawan,Jakarta,TikTok Ads,2025-11-21,41,3,857400,4,3,3,433,Potential Loyalist
CUST-2369,Wawan Rahayu,Surabaya,TikTok Ads,2025-03-06,301,5,1260500,1,3,3,133,At-Risk
CUST-2370,Citra Gunawan,Bekasi,Organic Social,2025-09-22,101,9,2653550,3,5,5,355,Loyal
CUST-2371,Omar Kurniawan,Bandung,Instagram Ads,2024-06-20,560,2,897500,1,2,3,123,Lost
CUST-2372,Farah Pratama,Jakarta,Organic Social,,,0,0,,,,,Never Purchased
CUST-2373,Hilda Utami,Jakarta,Instagram Ads,2025-09-20,103,4,1354400,3,3,3,333,Needs Attention
CUST-2374,Adit Lestari,Jakarta,TikTok Ads,2025-02-04,331,2,323000,1,2,1,121,Lost
CUST-2375,Lukman Ramadhan,Jakarta,Instagram Ads,2025-01-04,362,2,570000,1,2,2,122,Lost
CUST-2376,Omar Cahyani,Bandung,TikTok Ads,2025-07-22,163,3,670000,2,3,2,232,At-Risk
CUST-2377,Wulan Permana,Yogyakarta,Google Search,2025-11-23,39,7,1263000,4,4,3,443,Champions
CUST-2378,Vero Kusuma,Jakarta,Marketplace,2025-10-08,85,15,3098050,3,5,5,355,Loyal
CUST-2379,Vero Setiawan,Bandung,Organic Social,2025-08-24,130,8,3328500,2,4,5,245,Loyal
CUST-2380,Nadia Halim,jakarta,Organic Social,2024-10-26,432,1,35000,1,1,1,111,Lost
CUST-2381,Adit Marliana,Denpasar,Instagram Ads,2025-12-10,22,3,863750,4,3,3,433,Potential Loyalist
CUST-2382,Endah Gunawan,bandung,Instagram Ads,2025-11-21,41,7,1926050,4,4,4,444,Champions
CUST-2383,Endah Kusuma,Jakarta,Organic Social,2025-11-14,48,1,123750,4,1,1,411,Potential Loyalist
CUST-2384,Zaki Setiawan,Palembang,Google Search,2025-12-05,27,8,1930800,4,4,4,444,Champions
CUST-2385,Vina Halim,Yogyakarta,Google Search,2025-11-22,40,18,4067600,4,5,5,455,Champions
CUST-2386,Wulan Nugroho,Semarang,TikTok Ads,2025-07-19,166,3,359750,2,3,1,231,At-Risk
CUST-2387,Lukman Santoso,Semarang,TikTok Ads,2025-12-30,2,8,2221900,5,4,4,544,Champions
CUST-2388,Laras Firmansyah,Jakarta,Google Search,2025-10-17,76,1,270000,3,1,1,311,Needs Attention
CUST-2389,Laras Kurniawan,Jakarta,Google Search,2025-07-01,184,2,303250,2,2,1,221,Lost
CUST-2390,Vina Ramadhan,Bekasi,Organic Social,2024-05-21,590,2,503000,1,2,2,122,Lost
CUST-2391,Irfan Kusuma,Jakarta,TikTok Ads,2025-04-21,255,2,1767000,1,2,4,124,Lost
CUST-2392,Krisna Permana,Surabaya,Instagram Ads,2024-09-23,465,2,448000,1,2,2,122,Lost
CUST-2393,Cahya Wibowo,Jakarta,Instagram Ads,2025-02-06,329,2,1675000,1,2,4,124,Lost
CUST-2394,Anwar Suryadi,Pekanbaru,Google Search,2025-11-27,35,2,530600,4,2,2,422,Potential Loyalist
CUST-2395,Guntur Purnama,Tangerang,TikTok Ads,2025-12-24,8,11,3728300,5,5,5,555,Champions
CUST-2396,Putri Ramadhan,Jakarta,Marketplace,2025-04-28,248,1,71250,1,1,1,111,Lost
CUST-2397,Galih Cahyani,Yogyakarta,Organic Social,2025-11-14,48,1,45000,4,1,1,411,Potential Loyalist
CUST-2398,Joko Pratama,Bandung,Organic Social,2025-09-10,113,1,89000,2,1,1,211,Lost
CUST-2399,Beni Sukmawati,Bekasi,Organic Social,2025-01-23,343,3,617350,1,3,2,132,At-Risk
CUST-2400,Krisna Suryadi,Semarang,Google Search,2024-03-12,660,1,208250,1,1,1,111,Lost
CUST-2401,Doni Gunawan,Pekanbaru,Referral,2025-11-28,34,9,2561500,4,5,5,455,Champions
CUST-2402,Prita Setiawan,Tangerang,TikTok Ads,2024-10-02,456,1,195000,1,1,1,111,Lost
CUST-2403,Putri Kurniawan,Jakarta,TikTok Ads,2025-12-18,14,14,2829150,5,5,5,555,Champions
CUST-2404,Endah Santoso,Jakarta,TikTok Ads,2025-11-13,49,3,386200,4,3,2,432,Potential Loyalist
CUST-2405,Guntur Santoso,Malang,Instagram Ads,2025-12-11,21,17,6431200,4,5,5,455,Champions
CUST-2406,Yoga Gunawan,Jakarta,Google Search,2025-12-22,10,15,4385800,5,5,5,555,Champions
CUST-2407,Hesti Saputra,Jakarta,Instagram Ads,2025-11-25,37,10,2064100,4,5,4,454,Champions
CUST-2408,Taufik Purnama,Unknown,TikTok Ads,2025-12-12,20,2,505000,4,2,2,422,Potential Loyalist
CUST-2409,Wulan Halim,makassar,Instagram Ads,2025-08-23,131,8,1634750,2,4,4,244,Loyal
CUST-2410,Dewi Nugroho,Jakarta,Google Search,2025-12-23,9,10,2822400,5,5,5,555,Champions
CUST-2411,Indra Kurniawan,Bekasi,Instagram Ads,2025-10-14,79,2,187000,3,2,1,321,Needs Attention
CUST-2412,Yoga Kurniawan,Jakarta,TikTok Ads,2025-01-29,337,3,730000,1,3,2,132,At-Risk
CUST-2413,Nanda Wijaya,Surabaya,Instagram Ads,2025-12-12,20,6,1447650,4,4,3,443,Champions
CUST-2414,Lukman Anggraini,Jakarta,Google Search,2025-07-04,181,1,198000,2,1,1,211,Lost
CUST-2415,Beni Permana,Unknown,Instagram Ads,2025-04-20,256,2,726500,1,2,2,122,Lost
CUST-2416,Ivan Halim,Jakarta,Marketplace,2024-01-28,704,1,151300,1,1,1,111,Lost
CUST-2417,Tono Wibowo,Malang,Instagram Ads,2025-12-16,16,1,103700,5,1,1,511,Potential Loyalist
CUST-2418,Yuni Sukmawati,Bogor,TikTok Ads,2025-12-05,27,8,1601100,4,4,4,444,Champions
CUST-2419,Laras Hartono,Depok,TikTok Ads,2025-07-30,155,5,3021550,2,3,5,235,At-Risk
CUST-2420,Oki Anggraini,Bekasi,Instagram Ads,2025-12-25,7,8,1939650,5,4,4,544,Champions
CUST-2421,Zaki Wibowo,Bandung,TikTok Ads,2025-11-18,44,5,1604150,4,3,4,434,Potential Loyalist
CUST-2422,Hilda Sukmawati,Bandar Lampung,Organic Social,2025-12-07,25,14,2562750,4,5,5,455,Champions
CUST-2423,Omar Kusuma,Jakarta,TikTok Ads,2025-08-06,148,2,318250,2,2,1,221,Lost
CUST-2424,Doni Sukmawati,Semarang,Referral,2025-12-10,22,7,1661800,4,4,4,444,Champions
CUST-2425,Indra Halim,Jakarta,Organic Social,2025-12-09,23,3,804750,4,3,2,432,Potential Loyalist
CUST-2426,Kartika Prakoso,Semarang,Organic Social,2025-09-15,108,13,3716650,3,5,5,355,Loyal
CUST-2427,Cindy Utami,Makassar,Instagram Ads,2025-12-20,12,11,3510200,5,5,5,555,Champions
CUST-2428,Laras Kurniawan,Jakarta,Referral,2025-12-16,16,15,5524400,5,5,5,555,Champions
CUST-2429,Zaki Anggraini,Yogyakarta,Google Search,2025-05-09,237,3,694200,1,3,2,132,At-Risk
CUST-2430,Putri Hidayat,Bekasi,TikTok Ads,2025-12-14,18,5,1495200,5,3,4,534,Potential Loyalist
CUST-2431,Krisna Wijaya,Jakarta,Referral,2025-01-28,338,1,89100,1,1,1,111,Lost
CUST-2432,Jasmine Sukmawati,Depok,Organic Social,2025-08-12,142,1,520200,2,1,2,212,Lost
CUST-2433,Fajar Suryadi,Semarang,Instagram Ads,2025-11-25,37,9,2538650,4,5,4,454,Champions
CUST-2434,Sinta Gunawan,Semarang,TikTok Ads,2025-11-15,47,7,1725100,4,4,4,444,Champions
CUST-2435,Vero Wijaya,Jakarta,TikTok Ads,2025-11-18,44,18,4333350,4,5,5,455,Champions
CUST-2436,Endah Cahyani,Jakarta,Instagram Ads,,,0,0,,,,,Never Purchased
CUST-2437,Ivan Hidayat,Jakarta,TikTok Ads,2025-09-18,105,3,1774000,3,3,4,334,Needs Attention
CUST-2438,Bagus Purnama,Jakarta,TikTok Ads,2025-12-26,6,1,288150,5,1,1,511,Potential Loyalist
CUST-2439,Citra Hartono,Bandung,Instagram Ads,2025-12-09,23,2,660450,4,2,2,422,Potential Loyalist
CUST-2440,Sinta Yulianti,Jakarta,Organic Social,2024-02-23,678,1,290000,1,1,1,111,Lost
CUST-2441,Doni Kurniawan,Jakarta,Instagram Ads,2025-12-02,30,15,4976750,4,5,5,455,Champions
CUST-2442,Mega Santoso,Surabaya,TikTok Ads,2024-10-08,450,1,168000,1,1,1,111,Lost
CUST-2443,Ayu Maulana,Bogor,TikTok Ads,2025-12-13,19,17,4861700,5,5,5,555,Champions
CUST-2444,Beni Nugroho,bandung,Instagram Ads,2025-12-13,19,9,3088850,5,5,5,555,Champions
CUST-2445,Yoga Firmansyah,Medan,Instagram Ads,2025-04-16,260,2,505750,1,2,2,122,Lost
CUST-2446,Ulfa Handoko,Jakarta,Referral,2025-12-15,17,4,1005000,5,3,3,533,Potential Loyalist
CUST-2447,Vero Santoso,Tangerang,TikTok Ads,2025-12-20,12,6,2933650,5,4,5,545,Champions
CUST-2448,Mega Permana,jakarta,Google Search,2025-08-26,128,1,110000,2,1,1,211,Lost
CUST-2449,Ivan Suryadi,Medan,Google Search,2025-12-07,25,9,2977900,4,5,5,455,Champions
CUST-2450,Dinda Maulana,Denpasar,TikTok Ads,2025-08-03,151,6,1402200,2,4,3,243,Loyal
CUST-2451,Joko Saputra,semarang,TikTok Ads,2025-08-31,123,10,2931300,2,5,5,255,Loyal
CUST-2452,Erik Kusuma,Pekanbaru,Referral,2025-05-28,218,1,180000,2,1,1,211,Lost
CUST-2453,Nadia Permana,Unknown,Google Search,2025-12-28,4,9,3212400,5,5,5,555,Champions
CUST-2454,Jasmine Hidayat,Palembang,Instagram Ads,2025-07-24,161,6,1012550,2,4,3,243,Loyal
CUST-2455,Endah Prakoso,Surabaya,Marketplace,2024-06-09,571,1,472000,1,1,2,112,Lost
CUST-2456,Sinta Ramadhan,Bogor,Google Search,2025-12-28,4,10,2871550,5,5,5,555,Champions
CUST-2457,Cahya Santoso,Makassar,Instagram Ads,2025-06-13,202,8,3185500,2,4,5,245,Loyal
CUST-2458,Anwar Purnama,Denpasar,TikTok Ads,2025-11-26,36,9,2671800,4,5,5,455,Champions
CUST-2459,Wulan Prakoso,Jakarta,TikTok Ads,2025-11-03,59,11,3166300,3,5,5,355,Loyal
CUST-2460,Dinda Handoko,Makassar,Instagram Ads,2024-08-11,508,1,135000,1,1,1,111,Lost
CUST-2461,Kartika Darmawan,Semarang,Instagram Ads,2025-06-14,201,5,1065400,2,3,3,233,At-Risk
CUST-2462,Laras Anggraini,Pekanbaru,Marketplace,2025-12-27,5,15,3201500,5,5,5,555,Champions
CUST-2463,Rangga Setiawan,Surabaya,Instagram Ads,2025-05-01,245,11,4072200,1,5,5,155,Loyal
CUST-2464,Erik Saputra,Yogyakarta,TikTok Ads,2025-12-07,25,10,2075000,4,5,4,454,Champions
CUST-2465,Kevin Kusuma,Jakarta,TikTok Ads,2025-12-23,9,7,1162250,5,4,3,543,Champions
CUST-2466,Krisna Marliana,Yogyakarta,TikTok Ads,2025-09-10,113,4,745000,2,3,2,232,At-Risk
CUST-2467,Faisal Ramadhan,Yogyakarta,Google Search,2025-12-23,9,16,6038150,5,5,5,555,Champions
CUST-2468,Beni Santoso,Bandung,Organic Social,2024-12-23,374,1,63000,1,1,1,111,Lost
CUST-2469,Reza Utami,Surabaya,Instagram Ads,2025-12-31,1,20,7457950,5,5,5,555,Champions
CUST-2470,Yuni Nugroho,Bandung,Organic Social,2025-11-04,58,6,2101100,3,4,4,344,Loyal
CUST-2471,Nadia Kurniawan,Yogyakarta,TikTok Ads,2025-05-17,229,1,256500,2,1,1,211,Lost
CUST-2472,Kevin Hartono,Unknown,TikTok Ads,2025-10-01,92,5,1628750,3,3,4,334,Needs Attention
CUST-2473,Joko Setiawan,Bandung,TikTok Ads,2025-05-30,216,2,548100,2,2,2,222,Lost
CUST-2474,Putri Prakoso,surabaya,Google Search,2025-10-29,64,2,600000,3,2,2,322,Needs Attention
CUST-2475,Beni Darmawan,Bandung,Instagram Ads,2025-12-25,7,18,4633250,5,5,5,555,Champions
CUST-2476,Hilda Maulana,Semarang,Instagram Ads,2025-12-24,8,7,1962500,5,4,4,544,Champions
CUST-2477,Nadia Purnama,Bandung,Instagram Ads,2025-12-17,15,3,731550,5,3,2,532,Potential Loyalist
CUST-2478,Erik Nugroho,Jakarta,Google Search,2025-03-08,299,2,316000,1,2,1,121,Lost
CUST-2479,Prita Prakoso,Bekasi,Instagram Ads,2025-11-18,44,13,2836350,4,5,5,455,Champions
CUST-2480,Faisal Sukmawati,Depok,TikTok Ads,2024-12-02,395,2,136500,1,2,1,121,Lost
CUST-2481,Vina Setiawan,Jakarta,TikTok Ads,2025-10-18,75,14,2835150,3,5,5,355,Loyal
CUST-2482,Sari Darmawan,Surabaya,TikTok Ads,2025-12-20,12,19,6132550,5,5,5,555,Champions
CUST-2483,Cindy Handoko,Jakarta,Instagram Ads,2025-12-10,22,3,692000,4,3,2,432,Potential Loyalist
CUST-2484,Eka Suryadi,Bandung,Referral,2025-08-23,131,4,1448000,2,3,3,233,At-Risk
CUST-2485,Nadia Setiawan,Yogyakarta,Google Search,2025-12-19,13,5,996400,5,3,3,533,Potential Loyalist
CUST-2486,Ayu Anggraini,semarang,Organic Social,2024-06-25,555,1,349000,1,1,1,111,Lost
CUST-2487,Farah Nugroho,Jakarta,Organic Social,2025-09-15,108,3,1150000,3,3,3,333,Needs Attention
CUST-2488,Rangga Setiawan,Bogor,TikTok Ads,2025-05-09,237,3,1562000,1,3,4,134,At-Risk
CUST-2489,Omar Setiawan,Denpasar,TikTok Ads,2025-06-20,195,3,874000,2,3,3,233,At-Risk
CUST-2490,Fajar Lestari,Bandar Lampung,TikTok Ads,2025-11-06,56,8,2169400,3,4,4,344,Loyal
CUST-2491,Omar Halim,Bandung,Referral,2025-10-09,84,2,205250,3,2,1,321,Needs Attention
CUST-2492,Zaki Utami,Unknown,Referral,2025-12-11,21,3,1721000,4,3,4,434,Potential Loyalist
CUST-2493,Citra Ramadhan,Surabaya,Referral,2025-05-13,233,2,705000,1,2,2,122,Lost
CUST-2494,Nanda Maulana,Jakarta,TikTok Ads,2025-12-25,7,10,3222550,5,5,5,555,Champions
CUST-2495,Zaki Hartono,Surabaya,Instagram Ads,,,0,0,,,,,Never Purchased
CUST-2496,Umar Yulianti,Yogyakarta,Instagram Ads,2025-07-30,155,4,1244550,2,3,3,233,At-Risk
CUST-2497,Rizky Wibowo,Semarang,Referral,2025-10-29,64,3,1461000,3,3,3,333,Needs Attention
CUST-2498,Dewi Lestari,Bandung,Organic Social,2025-12-23,9,3,172000,5,3,1,531,Potential Loyalist
CUST-2499,Guntur Gunawan,Bandung,TikTok Ads,2025-12-06,26,3,1012000,4,3,3,433,Potential Loyalist
CUST-2500,Umar Darmawan,Surabaya,TikTok Ads,2025-12-27,5,4,1145500,5,3,3,533,Potential Loyalist
CUST-2501,Putri Handoko,Jakarta,Organic Social,2025-12-07,25,4,607500,4,3,2,432,Potential Loyalist
CUST-2502,Prita Kusuma,Bandung,Organic Social,2025-06-17,198,2,675000,2,2,2,222,Lost
CUST-2503,Nadia Hartono,Bandung,TikTok Ads,2025-10-29,64,8,1536100,3,4,4,344,Loyal
CUST-2504,Farah Kusuma,Bandar Lampung,Instagram Ads,2024-03-12,660,2,127000,1,2,1,121,Lost
CUST-2505,Hilda Suryadi,Jakarta,Referral,2025-05-28,218,4,1925000,2,3,4,234,At-Risk
CUST-2506,Rizky Pratama,Yogyakarta,Instagram Ads,2025-11-20,42,9,2200200,4,5,4,454,Champions
CUST-2507,Rangga Setiawan,Jakarta,Organic Social,2025-10-22,71,5,1320600,3,4,3,343,Loyal
CUST-2508,Faisal Purnama,Unknown,TikTok Ads,,,0,0,,,,,Never Purchased
CUST-2509,Fajar Kusuma,Surabaya,Google Search,2025-11-12,50,1,81000,4,1,1,411,Potential Loyalist
CUST-2510,Kevin Yulianti,Malang,Instagram Ads,2025-10-28,65,18,6498900,3,5,5,355,Loyal
CUST-2511,Citra Santoso,Jakarta,Instagram Ads,2025-11-05,57,6,1352100,3,4,3,343,Loyal
CUST-2512,Yoga Darmawan,Jakarta,Organic Social,,,0,0,,,,,Never Purchased
CUST-2513,Guntur Darmawan,Bandung,TikTok Ads,2025-12-13,19,6,1483800,5,4,4,544,Champions
CUST-2514,Rangga Rahayu,Yogyakarta,Instagram Ads,2025-04-20,256,2,341000,1,2,1,121,Lost
CUST-2515,Hilda Hidayat,Jakarta,TikTok Ads,2025-11-24,38,3,932250,4,3,3,433,Potential Loyalist
CUST-2516,Rangga Permana,Bekasi,Google Search,2025-10-31,62,16,4082050,3,5,5,355,Loyal
CUST-2517,Farah Marliana,Bandung,Instagram Ads,2025-12-05,27,8,2612500,4,4,5,445,Champions
CUST-2518,Tono Darmawan,Jakarta,TikTok Ads,2025-12-17,15,18,6409350,5,5,5,555,Champions
CUST-2519,Fajar Anggraini,Bekasi,TikTok Ads,2025-12-26,6,7,903500,5,4,3,543,Champions
CUST-2520,Taufik Sukmawati,Bekasi,Instagram Ads,2025-12-14,18,10,1984850,5,5,4,554,Champions
CUST-2521,Taufik Kusuma,Jakarta,Organic Social,2025-06-20,195,3,1156100,2,3,3,233,At-Risk
CUST-2522,Cahya Handoko,Palembang,Instagram Ads,2025-04-26,250,3,597100,1,3,2,132,At-Risk
CUST-2523,Prita Saputra,Bekasi,Instagram Ads,2025-09-06,117,3,343000,2,3,1,231,At-Risk
CUST-2524,Joko Hidayat,Makassar,Google Search,2024-12-12,385,3,605600,1,3,2,132,At-Risk
CUST-2525,Jasmine Handoko,Jakarta,Referral,2025-12-31,1,1,108750,5,1,1,511,Potential Loyalist
CUST-2526,Doni Suryadi,Makassar,TikTok Ads,2025-10-15,78,19,4077350,3,5,5,355,Loyal
CUST-2527,Sari Hidayat,Semarang,Instagram Ads,2025-12-27,5,16,3896050,5,5,5,555,Champions
CUST-2528,Jihan Saputra,Denpasar,Organic Social,2025-06-24,191,1,50000,2,1,1,211,Lost
CUST-2529,Vero Yulianti,Malang,Google Search,2024-11-28,399,1,593300,1,1,2,112,Lost
CUST-2530,Jihan Anggraini,Jakarta,Marketplace,2025-06-09,206,2,751500,2,2,2,222,Lost
CUST-2531,Omar Purnama,Semarang,Google Search,2025-11-02,60,2,608000,3,2,2,322,Needs Attention
CUST-2532,Zahra Cahyani,Solo,Google Search,2025-12-16,16,12,2271150,5,5,4,554,Champions
CUST-2533,Faisal Nugroho,Bandung,Instagram Ads,2024-12-08,389,1,420750,1,1,2,112,Lost
CUST-2534,Fajar Handoko,Yogyakarta,Referral,2025-08-18,136,2,378600,2,2,1,221,Lost
CUST-2535,Irfan Saputra,Medan,Organic Social,2025-12-20,12,1,160200,5,1,1,511,Potential Loyalist
CUST-2536,Beni Nugroho,Denpasar,Instagram Ads,2025-06-27,188,2,491250,2,2,2,222,Lost
CUST-2537,Kartika Marliana,Jakarta,Google Search,2025-12-15,17,13,2880000,5,5,5,555,Champions
CUST-2538,Krisna Kurniawan,Solo,Instagram Ads,2025-12-10,22,6,1408500,4,4,3,443,Champions
CUST-2539,Lukman Marliana,Jakarta,Instagram Ads,2024-10-25,433,1,250000,1,1,1,111,Lost
CUST-2540,Cindy Kurniawan,Jakarta,Instagram Ads,2025-12-27,5,2,583000,5,2,2,522,Potential Loyalist
CUST-2541,Rizky Nugroho,Bogor,Instagram Ads,2025-12-17,15,5,1348500,5,4,3,543,Champions
